geneticSampleID,dnaSampleID,dataQF.x,meanCopyNumber_fungi,copyNumberStandardDeviation_fungi,dataQF.y,meanCopyNumber_bacteria and archaea,copyNumberStandardDeviation_bacteria and archaea,legacy,fb_ratio,f_proportion,siteID,test_fun,test_bac,batchID,nucleicAcidConcentration_bac_arc,nucleicAcidConcentration_fun,nucleicAcidConcentration_bac,nucleicAcidConcentration_arc,meanCqValue_bac_arc,meanCqValue_fun,meanCqValue_bac,meanCqValue_arc,pcrEfficiency_bac_arc,pcrEfficiency_fun,pcrEfficiency_bac,pcrEfficiency_arc,sampleID,compositeSampleID
ABBY_004-M-12-34-20170605-GEN,ABBY_004-M-12-34-20170605-GEN-DNA1,NA,61.2,0.9,NA,73696.4,5761.8,FALSE,8.304340510526973e-4,8.2974500254889e-4,ABBY,61.2,73696.4,CF90WLU1,NA,37,NA,NA,NA,16.9,NA,NA,NA,NA,NA,NA,ABBY_004-M-12-34-20170605,ABBY_004-M-20170605-COMP
ABBY_004-M-12-34-20170605-GEN,ABBY_004-M-12-34-20170605-GEN-DNA1,NA,61.2,0.9,NA,73696.4,5761.8,FALSE,8.304340510526973e-4,8.2974500254889e-4,ABBY,61.2,73696.4,CF90WLTS,37,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,ABBY_004-M-12-34-20170605,ABBY_004-M-20170605-COMP
ABBY_004-M-22.5-34.5-20171019-GEN,ABBY_004-M-22.5-34.5-20171019-GEN-DNA1,NA,72.9,3.4,NA,86855.7,3748,FALSE,8.393231532300127e-4,8.386192806510172e-4,ABBY,72.9,86855.7,CF90WLTT,9.9,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,ABBY_004-M-22.5-34.5-20171019,NA
ABBY_004-M-22.5-34.5-20171019-GEN,ABBY_004-M-22.5-34.5-20171019-GEN-DNA1,NA,72.9,3.4,NA,86855.7,3748,FALSE,8.393231532300127e-4,8.386192806510172e-4,ABBY,72.9,86855.7,CF90WLTV,NA,9.9,NA,NA,NA,19.7,NA,NA,NA,NA,NA,NA,ABBY_004-M-22.5-34.5-20171019,NA
ABBY_004-M-26.5-39.5-20170510-GEN,ABBY_004-M-26.5-39.5-20170510-GEN-DNA1,NA,37.9,1.6,NA,60377.7,6707.6,FALSE,6.277151994859029e-4,6.273214202954203e-4,ABBY,37.9,60377.7,CF90WLTV,NA,44,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA,ABBY_004-M-26.5-39.5-20170510,NA
ABBY_004-M-26.5-39.5-20170510-GEN,ABBY_004-M-26.5-39.5-20170510-GEN-DNA1,NA,37.9,1.6,NA,60377.7,6707.6,FALSE,6.277151994859029e-4,6.273214202954203e-4,ABBY,37.9,60377.7,CF90WLTT,44,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,ABBY_004-M-26.5-39.5-20170510,NA
ABBY_004-M-3.5-36.5-20170510-GEN,ABBY_004-M-3.5-36.5-20170510-GEN-DNA1,NA,51.5,1.2,NA,69360.6,7389.2,FALSE,7.424964605265813e-4,7.419455685680162e-4,ABBY,51.5,69360.6,CF90WLTT,33,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,ABBY_004-M-3.5-36.5-20170510,NA
ABBY_004-M-3.5-36.5-20170510-GEN,ABBY_004-M-3.5-36.5-20170510-GEN-DNA1,NA,51.5,1.2,NA,69360.6,7389.2,FALSE,7.424964605265813e-4,7.419455685680162e-4,ABBY,51.5,69360.6,CF90WLTV,NA,33,NA,NA,NA,18.3,NA,NA,NA,NA,NA,NA,ABBY_004-M-3.5-36.5-20170510,NA
ABBY_004-M-31.5-19.5-20171019-GEN,ABBY_004-M-31.5-19.5-20171019-GEN-DNA1,NA,26.2,0.9,NA,68226.6,7810.9,FALSE,3.840144459785479e-4,3.838670354915842e-4,ABBY,26.2,68226.6,CF90WLP3,47,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,ABBY_004-M-31.5-19.5-20171019,NA
ABBY_004-M-31.5-19.5-20171019-GEN,ABBY_004-M-31.5-19.5-20171019-GEN-DNA1,NA,26.2,0.9,NA,68226.6,7810.9,FALSE,3.840144459785479e-4,3.838670354915842e-4,ABBY,26.2,68226.6,CF90WLTU,NA,47,NA,NA,NA,17.2,NA,NA,NA,NA,NA,NA,ABBY_004-M-31.5-19.5-20171019,NA
ABBY_004-M-32-14.5-20170605-GEN,ABBY_004-M-32-14.5-20170605-GEN-DNA1,NA,36.9,1.2,NA,75379.8,9515.7,FALSE,4.895210653251932e-4,4.892815516987617e-4,ABBY,36.9,75379.8,CF90WLTU,NA,43,NA,NA,NA,16.8,NA,NA,NA,NA,NA,NA,ABBY_004-M-32-14.5-20170605,ABBY_004-M-20170605-COMP
ABBY_004-M-32-14.5-20170605-GEN,ABBY_004-M-32-14.5-20170605-GEN-DNA1,NA,36.9,1.2,NA,75379.8,9515.7,FALSE,4.895210653251932e-4,4.892815516987617e-4,ABBY,36.9,75379.8,CF90WLP3,43,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,ABBY_004-M-32-14.5-20170605,ABBY_004-M-20170605-COMP
ABBY_004-M-38.5-20-20161004-GEN,ABBY_004-M-38.5-20-20161004-GEN-DNA1,NA,53.1,0.9,NA,55932.6,4458.3,FALSE,9.493569045601314e-4,9.484564808513603e-4,ABBY,53.1,55932.6,CF90WLP3,34,NA,NA,NA,21.4,NA,NA,NA,NA,NA,NA,NA,ABBY_004-M-38.5-20-20161004,NA
ABBY_004-M-38.5-20-20161004-GEN,ABBY_004-M-38.5-20-20161004-GEN-DNA1,NA,53.1,0.9,NA,55932.6,4458.3,FALSE,9.493569045601314e-4,9.484564808513603e-4,ABBY,53.1,55932.6,CF90WLTU,NA,34,NA,NA,NA,16.6,NA,NA,NA,NA,NA,NA,ABBY_004-M-38.5-20-20161004,NA
ABBY_004-M-4-15-20170510-GEN,ABBY_004-M-4-15-20170510-GEN-DNA1,NA,179.2,30.9,NA,73789.6,9170.5,FALSE,0.002428526513221375,0.0024226430603173227,ABBY,179.2,73789.6,CF90WLP4,NA,17,NA,NA,NA,16.1,NA,NA,NA,NA,NA,NA,ABBY_004-M-4-15-20170510,NA
ABBY_004-M-4-15-20170510-GEN,ABBY_004-M-4-15-20170510-GEN-DNA1,NA,179.2,30.9,NA,73789.6,9170.5,FALSE,0.002428526513221375,0.0024226430603173227,ABBY,179.2,73789.6,CF90WLTZ,17,NA,NA,NA,21.4,NA,NA,NA,NA,NA,NA,NA,ABBY_004-M-4-15-20170510,NA
ABBY_004-O-0.5-38.5-20161004-GEN,ABBY_004-O-0.5-38.5-20161004-GEN-DNA1,NA,267.8,12.8,NA,74073.9,9231.8,FALSE,0.003615308495974966,0.003602285123961384,ABBY,267.8,74073.9,CF90WLTZ,6.6,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,ABBY_004-O-0.5-38.5-20161004,NA
ABBY_004-O-0.5-38.5-20161004-GEN,ABBY_004-O-0.5-38.5-20161004-GEN-DNA1,NA,267.8,12.8,NA,74073.9,9231.8,FALSE,0.003615308495974966,0.003602285123961384,ABBY,267.8,74073.9,CF90WLP4,NA,6.6,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,ABBY_004-O-0.5-38.5-20161004,NA
ABBY_004-O-1.5-26-20171019-GEN,ABBY_004-O-1.5-26-20171019-GEN-DNA1,NA,NA,NA,NA,50325.4,2836.5,FALSE,NA,NA,ABBY,NA,50325.4,CF90WLTZ,40,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,ABBY_004-O-1.5-26-20171019,NA
ABBY_004-O-18.5-5-20161004-GEN,ABBY_004-O-18.5-5-20161004-GEN-DNA1,NA,108.7,7.3,NA,101583.3,8520.2,FALSE,0.001070057775244553,0.0010689139755339654,ABBY,108.7,101583.3,CF90WLU1,NA,24,NA,NA,NA,16.6,NA,NA,NA,NA,NA,NA,ABBY_004-O-18.5-5-20161004,NA
ABBY_004-O-18.5-5-20161004-GEN,ABBY_004-O-18.5-5-20161004-GEN-DNA1,NA,108.7,7.3,NA,101583.3,8520.2,FALSE,0.001070057775244553,0.0010689139755339654,ABBY,108.7,101583.3,CF90WLTS,24,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,ABBY_004-O-18.5-5-20161004,NA
ABBY_006-M-15-33.5-20171019-GEN,ABBY_006-M-15-33.5-20171019-GEN-DNA1,NA,NA,NA,NA,72420.2,7062.2,FALSE,NA,NA,ABBY,NA,72420.2,CF90WLTS,57,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,ABBY_006-M-15-33.5-20171019,NA
ABBY_006-M-25-30.5-20171019-GEN,ABBY_006-M-25-30.5-20171019-GEN-DNA1,NA,47.1,2.2,NA,30114,2101.1,FALSE,0.001564056584977087,0.0015616141321105664,ABBY,47.1,30114,CF90WLTS,35,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,ABBY_006-M-25-30.5-20171019,NA
ABBY_006-M-25-30.5-20171019-GEN,ABBY_006-M-25-30.5-20171019-GEN-DNA1,NA,47.1,2.2,NA,30114,2101.1,FALSE,0.001564056584977087,0.0015616141321105664,ABBY,47.1,30114,CF90WLU1,NA,35,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,ABBY_006-M-25-30.5-20171019,NA
ABBY_006-M-32.5-22-20170605-GEN,ABBY_006-M-32.5-22-20170605-GEN-DNA1,NA,65.9,4.6,NA,86025.1,11017.8,FALSE,7.660554884562762e-4,7.654690966535411e-4,ABBY,65.9,86025.1,CF90WLTT,27,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,ABBY_006-M-32.5-22-20170605,ABBY_006-M-20170605-COMP
ABBY_006-M-32.5-22-20170605-GEN,ABBY_006-M-32.5-22-20170605-GEN-DNA1,NA,65.9,4.6,NA,86025.1,11017.8,FALSE,7.660554884562762e-4,7.654690966535411e-4,ABBY,65.9,86025.1,CF90WLTV,NA,27,NA,NA,NA,18.3,NA,NA,NA,NA,NA,NA,ABBY_006-M-32.5-22-20170605,ABBY_006-M-20170605-COMP
ABBY_006-O-10.5-6-20170510-GEN,ABBY_006-O-10.5-6-20170510-GEN-DNA1,NA,NA,NA,NA,61088.3,8930.3,FALSE,NA,NA,ABBY,NA,61088.3,CF90WLTT,58,NA,NA,NA,19.9,NA,NA,NA,NA,NA,NA,NA,ABBY_006-O-10.5-6-20170510,NA
ABBY_006-O-11.5-2.5-20161004-GEN,ABBY_006-O-11.5-2.5-20161004-GEN-DNA1,NA,88.1,1.6,NA,76965.8,5390.9,FALSE,0.0011446642534736207,0.0011433554953091275,ABBY,88.1,76965.8,CF90WLTV,NA,13,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,ABBY_006-O-11.5-2.5-20161004,NA
ABBY_006-O-11.5-2.5-20161004-GEN,ABBY_006-O-11.5-2.5-20161004-GEN-DNA1,NA,88.1,1.6,NA,76965.8,5390.9,FALSE,0.0011446642534736207,0.0011433554953091275,ABBY,88.1,76965.8,CF90WLTT,13,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,ABBY_006-O-11.5-2.5-20161004,NA
ABBY_006-O-2.5-25.5-20161004-GEN,ABBY_006-O-2.5-25.5-20161004-GEN-DNA1,NA,50.2,2,NA,78748.5,33420.5,FALSE,6.37472459792885e-4,6.370663475412666e-4,ABBY,50.2,78748.5,CF90WLTU,NA,22,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,ABBY_006-O-2.5-25.5-20161004,NA
ABBY_006-O-2.5-25.5-20161004-GEN,ABBY_006-O-2.5-25.5-20161004-GEN-DNA1,NA,50.2,2,NA,78748.5,33420.5,FALSE,6.37472459792885e-4,6.370663475412666e-4,ABBY,50.2,78748.5,CF90WLP3,22,NA,NA,NA,21.7,NA,NA,NA,NA,NA,NA,NA,ABBY_006-O-2.5-25.5-20161004,NA
ABBY_006-O-28-32-20170510-GEN,ABBY_006-O-28-32-20170510-GEN-DNA1,NA,NA,NA,NA,95474.9,15138.1,FALSE,NA,NA,ABBY,NA,95474.9,CF90WLP3,58,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA,NA,ABBY_006-O-28-32-20170510,NA
ABBY_006-O-3-34.5-20170605-GEN,ABBY_006-O-3-34.5-20170605-GEN-DNA1,NA,36.7,3.5,NA,68589.8,1556.3,FALSE,5.350649805073058e-4,5.347788390781987e-4,ABBY,36.7,68589.8,CF90WLP4,NA,54,NA,NA,NA,16.8,NA,NA,NA,NA,NA,NA,ABBY_006-O-3-34.5-20170605,ABBY_006-O-20170605-COMP
ABBY_006-O-3-34.5-20170605-GEN,ABBY_006-O-3-34.5-20170605-GEN-DNA1,NA,36.7,3.5,NA,68589.8,1556.3,FALSE,5.350649805073058e-4,5.347788390781987e-4,ABBY,36.7,68589.8,CF90WLTZ,54,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,ABBY_006-O-3-34.5-20170605,ABBY_006-O-20170605-COMP
ABBY_006-O-32-19.5-20171019-GEN,ABBY_006-O-32-19.5-20171019-GEN-DNA1,NA,22.7,0.6,NA,67132.4,5255.6,FALSE,3.3813776954197975e-4,3.3802347103942964e-4,ABBY,22.7,67132.4,CF90WLP3,55,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,ABBY_006-O-32-19.5-20171019,NA
ABBY_006-O-32-19.5-20171019-GEN,ABBY_006-O-32-19.5-20171019-GEN-DNA1,NA,22.7,0.6,NA,67132.4,5255.6,FALSE,3.3813776954197975e-4,3.3802347103942964e-4,ABBY,22.7,67132.4,CF90WLTU,NA,55,NA,NA,NA,17.2,NA,NA,NA,NA,NA,NA,ABBY_006-O-32-19.5-20171019,NA
ABBY_006-O-34-39.5-20161004-GEN,ABBY_006-O-34-39.5-20161004-GEN-DNA1,NA,NA,NA,NA,55294.8,8417.5,FALSE,NA,NA,ABBY,NA,55294.8,CF90WLTZ,55,NA,NA,NA,19.8,NA,NA,NA,NA,NA,NA,NA,ABBY_006-O-34-39.5-20161004,NA
ABBY_006-O-39.5-4-20170605-GEN,ABBY_006-O-39.5-4-20170605-GEN-DNA1,NA,19.8,0.9,NA,44096.9,8308.3,FALSE,4.490111549791482e-4,4.4880963444681945e-4,ABBY,19.8,44096.9,CF90WLP4,NA,37,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,ABBY_006-O-39.5-4-20170605,ABBY_006-O-20170605-COMP
ABBY_006-O-39.5-4-20170605-GEN,ABBY_006-O-39.5-4-20170605-GEN-DNA1,NA,19.8,0.9,NA,44096.9,8308.3,FALSE,4.490111549791482e-4,4.4880963444681945e-4,ABBY,19.8,44096.9,CF90WLTZ,37,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,ABBY_006-O-39.5-4-20170605,ABBY_006-O-20170605-COMP
ABBY_006-O-7.5-21.5-20170510-GEN,ABBY_006-O-7.5-21.5-20170510-GEN-DNA1,NA,NA,NA,NA,75158.6,9057.3,FALSE,NA,NA,ABBY,NA,75158.6,CF90WLTS,30,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,ABBY_006-O-7.5-21.5-20170510,NA
ABBY_023-M-1-20-20170607-GEN,ABBY_023-M-1-20-20170607-GEN-DNA1,NA,33.7,4.7,NA,57167.8,2704.7,FALSE,5.89492686442368e-4,5.891453895439805e-4,ABBY,33.7,57167.8,CF90WLU1,NA,49,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,ABBY_023-M-1-20-20170607,ABBY_023-M-20170607-COMP
ABBY_023-M-1-20-20170607-GEN,ABBY_023-M-1-20-20170607-GEN-DNA1,NA,33.7,4.7,NA,57167.8,2704.7,FALSE,5.89492686442368e-4,5.891453895439805e-4,ABBY,33.7,57167.8,CF90WLTS,49,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA,NA,ABBY_023-M-1-20-20170607,ABBY_023-M-20170607-COMP
ABBY_023-M-12.5-2.5-20171018-GEN,ABBY_023-M-12.5-2.5-20171018-GEN-DNA1,NA,28.3,0.5,NA,60447.3,2482.1,FALSE,4.6817641151879403e-4,4.679573249376608e-4,ABBY,28.3,60447.3,CF90WLU1,NA,44,NA,NA,NA,17.9,NA,NA,NA,NA,NA,NA,ABBY_023-M-12.5-2.5-20171018,NA
ABBY_023-M-12.5-2.5-20171018-GEN,ABBY_023-M-12.5-2.5-20171018-GEN-DNA1,NA,28.3,0.5,NA,60447.3,2482.1,FALSE,4.6817641151879403e-4,4.679573249376608e-4,ABBY,28.3,60447.3,CF90WLTS,44,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,ABBY_023-M-12.5-2.5-20171018,NA
ABBY_023-M-22.5-32.5-20170607-GEN,ABBY_023-M-22.5-32.5-20170607-GEN-DNA1,NA,43.3,0.2,NA,82782.6,1146.6,FALSE,5.230567776320144e-4,5.227833322668391e-4,ABBY,43.3,82782.6,CF90WLTV,NA,52,NA,NA,NA,17.9,NA,NA,NA,NA,NA,NA,ABBY_023-M-22.5-32.5-20170607,ABBY_023-M-20170607-COMP
ABBY_023-M-22.5-32.5-20170607-GEN,ABBY_023-M-22.5-32.5-20170607-GEN-DNA1,NA,43.3,0.2,NA,82782.6,1146.6,FALSE,5.230567776320144e-4,5.227833322668391e-4,ABBY,43.3,82782.6,CF90WLTT,52,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,ABBY_023-M-22.5-32.5-20170607,ABBY_023-M-20170607-COMP
ABBY_023-M-3.5-34.5-20170511-GEN,ABBY_023-M-3.5-34.5-20170511-GEN-DNA1,NA,NA,NA,NA,68760.4,7927.9,FALSE,NA,NA,ABBY,NA,68760.4,CF90WLTT,43,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,ABBY_023-M-3.5-34.5-20170511,NA
ABBY_023-M-34.5-3.5-20170607-GEN,ABBY_023-M-34.5-3.5-20170607-GEN-DNA1,NA,35.9,4.1,NA,80334.7,10204.2,FALSE,4.4688036427596045e-4,4.466807514190513e-4,ABBY,35.9,80334.7,CF90WLTV,NA,31,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,ABBY_023-M-34.5-3.5-20170607,ABBY_023-M-20170607-COMP
ABBY_023-M-34.5-3.5-20170607-GEN,ABBY_023-M-34.5-3.5-20170607-GEN-DNA1,NA,35.9,4.1,NA,80334.7,10204.2,FALSE,4.4688036427596045e-4,4.466807514190513e-4,ABBY,35.9,80334.7,CF90WLTT,31,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,ABBY_023-M-34.5-3.5-20170607,ABBY_023-M-20170607-COMP
ABBY_023-M-37-8-20171018-GEN,ABBY_023-M-37-8-20171018-GEN-DNA1,NA,40.9,0.8,NA,104407.5,10127.3,FALSE,3.91734310274645e-4,3.915809145951494e-4,ABBY,40.9,104407.5,CF90WLP3,41,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,ABBY_023-M-37-8-20171018,NA
ABBY_023-M-37-8-20171018-GEN,ABBY_023-M-37-8-20171018-GEN-DNA1,NA,40.9,0.8,NA,104407.5,10127.3,FALSE,3.91734310274645e-4,3.915809145951494e-4,ABBY,40.9,104407.5,CF90WLTU,NA,41,NA,NA,NA,16.7,NA,NA,NA,NA,NA,NA,ABBY_023-M-37-8-20171018,NA
ABBY_023-M-38-23-20171018-GEN,ABBY_023-M-38-23-20171018-GEN-DNA1,NA,31.5,1,NA,77614.7,31492.3,FALSE,4.058509534920576e-4,4.056863053182255e-4,ABBY,31.5,77614.7,CF90WLP3,27,NA,NA,NA,21.4,NA,NA,NA,NA,NA,NA,NA,ABBY_023-M-38-23-20171018,NA
ABBY_023-M-38-23-20171018-GEN,ABBY_023-M-38-23-20171018-GEN-DNA1,NA,31.5,1,NA,77614.7,31492.3,FALSE,4.058509534920576e-4,4.056863053182255e-4,ABBY,31.5,77614.7,CF90WLTU,NA,27,NA,NA,NA,17.8,NA,NA,NA,NA,NA,NA,ABBY_023-M-38-23-20171018,NA
ABBY_023-M-6-31.5-20161005-GEN,ABBY_023-M-6-31.5-20161005-GEN-DNA1,NA,29.8,0.5,NA,44009.2,4955.8,FALSE,6.771311453059815e-4,6.766729489770431e-4,ABBY,29.8,44009.2,CF90WLP3,35,NA,NA,NA,21.8,NA,NA,NA,NA,NA,NA,NA,ABBY_023-M-6-31.5-20161005,NA
ABBY_023-M-6-31.5-20161005-GEN,ABBY_023-M-6-31.5-20161005-GEN-DNA1,NA,29.8,0.5,NA,44009.2,4955.8,FALSE,6.771311453059815e-4,6.766729489770431e-4,ABBY,29.8,44009.2,CF90WLTU,NA,35,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,ABBY_023-M-6-31.5-20161005,NA
ABBY_023-M-9-9.5-20170511-GEN,ABBY_023-M-9-9.5-20170511-GEN-DNA1,NA,24.6,8.7,NA,42327.4,2710.9,FALSE,5.811838194644604e-4,5.808462410275784e-4,ABBY,24.6,42327.4,CF90WLP4,NA,44,NA,NA,NA,17.9,NA,NA,NA,NA,NA,NA,ABBY_023-M-9-9.5-20170511,NA
ABBY_023-M-9-9.5-20170511-GEN,ABBY_023-M-9-9.5-20170511-GEN-DNA1,NA,24.6,8.7,NA,42327.4,2710.9,FALSE,5.811838194644604e-4,5.808462410275784e-4,ABBY,24.6,42327.4,CF90WLTZ,44,NA,NA,NA,20.7,NA,NA,NA,NA,NA,NA,NA,ABBY_023-M-9-9.5-20170511,NA
ABBY_023-O-29-39-20170511-GEN,ABBY_023-O-29-39-20170511-GEN-DNA1,NA,55.3,3.6,NA,91322.3,17444.8,FALSE,6.05547604473387e-4,6.051811384847051e-4,ABBY,55.3,91322.3,CF90WLP4,NA,25,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,ABBY_023-O-29-39-20170511,NA
ABBY_023-O-29-39-20170511-GEN,ABBY_023-O-29-39-20170511-GEN-DNA1,NA,55.3,3.6,NA,91322.3,17444.8,FALSE,6.05547604473387e-4,6.051811384847051e-4,ABBY,55.3,91322.3,CF90WLTZ,25,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,NA,ABBY_023-O-29-39-20170511,NA
ABBY_023-O-33-34-20161005-GEN,ABBY_023-O-33-34-20161005-GEN-DNA1,NA,102.9,6.3,NA,34039.1,6167.3,FALSE,0.0030229941449685807,0.0030138831937203446,ABBY,102.9,34039.1,CF90WLTZ,24,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,ABBY_023-O-33-34-20161005,NA
ABBY_023-O-33-34-20161005-GEN,ABBY_023-O-33-34-20161005-GEN-DNA1,NA,102.9,6.3,NA,34039.1,6167.3,FALSE,0.0030229941449685807,0.0030138831937203446,ABBY,102.9,34039.1,CF90WLP4,NA,24,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,ABBY_023-O-33-34-20161005,NA
ABBY_023-O-8-16-20161005-GEN,ABBY_023-O-8-16-20161005-GEN-DNA1,NA,71.8,7.9,NA,137040.4,7253.9,FALSE,5.239330883447509e-4,5.236587262110885e-4,ABBY,71.8,137040.4,CF90WLU1,NA,30,NA,NA,NA,16.9,NA,NA,NA,NA,NA,NA,ABBY_023-O-8-16-20161005,NA
ABBY_023-O-8-16-20161005-GEN,ABBY_023-O-8-16-20161005-GEN-DNA1,NA,71.8,7.9,NA,137040.4,7253.9,FALSE,5.239330883447509e-4,5.236587262110885e-4,ABBY,71.8,137040.4,CF90WLTS,30,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,ABBY_023-O-8-16-20161005,NA
ABBY_061-M-1-14-20170606-GEN,ABBY_061-M-1-14-20170606-GEN-DNA1,NA,63.1,3.8,NA,64809.5,9702.3,FALSE,9.736226942037819e-4,9.72675675092412e-4,ABBY,63.1,64809.5,CF90WLU1,NA,32,NA,NA,NA,17.1,NA,NA,NA,NA,NA,NA,ABBY_061-M-1-14-20170606,ABBY_061-M-20170606-COMP
ABBY_061-M-1-14-20170606-GEN,ABBY_061-M-1-14-20170606-GEN-DNA1,NA,63.1,3.8,NA,64809.5,9702.3,FALSE,9.736226942037819e-4,9.72675675092412e-4,ABBY,63.1,64809.5,CF90WLTS,32,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,ABBY_061-M-1-14-20170606,ABBY_061-M-20170606-COMP
ABBY_061-M-1.5-4-20170515-GEN,ABBY_061-M-1.5-4-20170515-GEN-DNA1,NA,76.2,3.5,NA,106785.6,12275.6,FALSE,7.135793590146986e-4,7.130705266053912e-4,ABBY,76.2,106785.6,CF90WLU1,NA,21,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,ABBY_061-M-1.5-4-20170515,NA
ABBY_061-M-1.5-4-20170515-GEN,ABBY_061-M-1.5-4-20170515-GEN-DNA1,NA,76.2,3.5,NA,106785.6,12275.6,FALSE,7.135793590146986e-4,7.130705266053912e-4,ABBY,76.2,106785.6,CF90WLTS,21,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,ABBY_061-M-1.5-4-20170515,NA
ABBY_061-M-13-30.5-20161004-GEN,ABBY_061-M-13-30.5-20161004-GEN-DNA1,NA,85.5,3.3,NA,108319.1,5031.5,FALSE,7.893344756372606e-4,7.887119181289354e-4,ABBY,85.5,108319.1,CF90WLTV,NA,9.6,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,ABBY_061-M-13-30.5-20161004,NA
ABBY_061-M-13-30.5-20161004-GEN,ABBY_061-M-13-30.5-20161004-GEN-DNA1,NA,85.5,3.3,NA,108319.1,5031.5,FALSE,7.893344756372606e-4,7.887119181289354e-4,ABBY,85.5,108319.1,CF90WLTT,9.6,NA,NA,NA,22.4,NA,NA,NA,NA,NA,NA,NA,ABBY_061-M-13-30.5-20161004,NA
ABBY_061-M-17-31.5-20170606-GEN,ABBY_061-M-17-31.5-20170606-GEN-DNA1,NA,94.3,2,NA,91781.2,13247.2,FALSE,0.0010274435287400906,0.0010263889720328052,ABBY,94.3,91781.2,CF05ACK7,NA,28,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,ABBY_061-M-17-31.5-20170606,ABBY_061-M-20170606-COMP
ABBY_061-M-17-31.5-20170606-GEN,ABBY_061-M-17-31.5-20170606-GEN-DNA1,NA,94.3,2,NA,91781.2,13247.2,FALSE,0.0010274435287400906,0.0010263889720328052,ABBY,94.3,91781.2,CF05ACL3,28,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,ABBY_061-M-17-31.5-20170606,ABBY_061-M-20170606-COMP
ABBY_061-M-18-35.5-20170515-GEN,ABBY_061-M-18-35.5-20170515-GEN-DNA1,NA,106.5,2.5,NA,75493.2,1533.9,FALSE,0.0014107230849930855,0.0014087357489513848,ABBY,106.5,75493.2,CF05ACIH,NA,31,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,ABBY_061-M-18-35.5-20170515,NA
ABBY_061-M-18-35.5-20170515-GEN,ABBY_061-M-18-35.5-20170515-GEN-DNA1,NA,106.5,2.5,NA,75493.2,1533.9,FALSE,0.0014107230849930855,0.0014087357489513848,ABBY,106.5,75493.2,CF05ACNA,31,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,ABBY_061-M-18-35.5-20170515,NA
ABBY_061-M-21-4.5-20171017-GEN,ABBY_061-M-21-4.5-20171017-GEN-DNA1,NA,NA,NA,NA,61176.8,10969.1,FALSE,NA,NA,ABBY,NA,61176.8,CF05ACNA,64,NA,NA,NA,19.9,NA,NA,NA,NA,NA,NA,NA,ABBY_061-M-21-4.5-20171017,NA
