"genomicsSampleID","d15N","organicd13C","nitrogenPercent","organicCPercent","soilTemp","soilMoisture","soilInWaterpH","soilInCaClpH","latitude","longitude","elevation","sampleTiming","nlcdClass"
"BONA_002-O-20180920-COMP",NA,NA,NA,NA,6.66666666666667,2.45066666666667,4.51666666666667,3.94,65.163534,-147.527149,484.2,"peakGreenness","deciduousForest"
"BONA_002-O-20190828-COMP",1.2,-27.7333333333333,1.37,24.7366666666667,6.36666666666667,0.928666666666667,4.66,3.89333333333333,65.163534,-147.527149,484.2,"peakGreenness","deciduousForest"
"BONA_002-O-20200915-COMP",NA,NA,NA,NA,7.1,1.37633333333333,4.74666666666667,5.04333333333333,65.163534,-147.527149,484.2,"peakGreenness","deciduousForest"
"BONA_002-O-20210708-COMP",NA,NA,NA,NA,7.9,1.137,4.44666666666667,4.34333333333333,65.163534,-147.527149,484.2,"peakGreenness","deciduousForest"
"BONA_002-O-20220629-COMP",NA,NA,NA,NA,6,1.16666666666667,4.16666666666667,3.39333333333333,65.163534,-147.527149,484.2,"peakGreenness","deciduousForest"
"BONA_002-O-20230711-COMP",NA,NA,NA,NA,7.76666666666667,1.14166666666667,4.38666666666667,3.86666666666667,65.163534,-147.527149,484.2,"peakGreenness","deciduousForest"
"BONA_004-M-20190830-COMP",4.83333333333333,-26.5333333333333,0.153333333333333,3.25,3.33333333333333,0.355333333333333,4.86666666666667,3.99,65.190675,-147.536694,668.9,"peakGreenness","evergreenForest"
"BONA_004-O-20180919-COMP",NA,NA,NA,NA,6.16666666666667,2.77033333333333,4.01,3.09333333333333,65.190675,-147.536694,668.9,"peakGreenness","evergreenForest"
"BONA_004-O-20190830-COMP",1.63333333333333,-28.4666666666667,0.913333333333333,37.1133333333333,3.33333333333333,2.385,4.15333333333333,3.32333333333333,65.190675,-147.536694,668.9,"peakGreenness","evergreenForest"
"BONA_004-O-20200914-COMP",NA,NA,NA,NA,5.46666666666667,2.74066666666667,3.67333333333333,3.63666666666667,65.190675,-147.536694,668.9,"peakGreenness","evergreenForest"
"BONA_004-O-20210707-COMP",NA,NA,NA,NA,6.96666666666667,1.02333333333333,4.58,4.14333333333333,65.190675,-147.536694,668.9,"peakGreenness","evergreenForest"
"BONA_004-O-20220708-COMP",NA,NA,NA,NA,5.23333333333333,0.832333333333333,3.71333333333333,2.97333333333333,65.190675,-147.536694,668.9,"peakGreenness","evergreenForest"
"BONA_004-O-20230712-COMP",NA,NA,NA,NA,8.1,3.55366666666667,3.71666666666667,3.14333333333333,65.190675,-147.536694,668.9,"peakGreenness","evergreenForest"
"BONA_006-M-20190828-COMP",1.43333333333333,-25.3666666666667,0.406666666666667,12.25,8.63333333333333,0.999333333333333,4.30333333333333,3.52,65.176107,-147.544089,507,"peakGreenness","evergreenForest"
"BONA_006-O-20180928-COMP",NA,NA,NA,NA,3.83333333333333,3.33666666666667,4.23333333333333,3.55333333333333,65.176107,-147.544089,507,"peakGreenness","evergreenForest"
"BONA_006-O-20190828-COMP",2.65,-27.725,0.9325,39.9175,8.675,2.07675,4.27,3.1725,65.176107,-147.544089,507,"peakGreenness","evergreenForest"
"BONA_006-O-20200914-COMP",NA,NA,NA,NA,5.96666666666667,3.195,4.48333333333333,4.51,65.176107,-147.544089,507,"peakGreenness","evergreenForest"
"BONA_006-O-20210707-COMP",NA,NA,NA,NA,10.2333333333333,1.469,4.14,3.91666666666667,65.176107,-147.544089,507,"peakGreenness","evergreenForest"
"BONA_006-O-20220701-COMP",NA,NA,NA,NA,9.8,0.785666666666667,3.96,3.26666666666667,65.176107,-147.544089,507,"peakGreenness","evergreenForest"
"BONA_006-O-20230710-COMP",NA,NA,NA,NA,10.8,2.53866666666667,4.10666666666667,3.54,65.176107,-147.544089,507,"peakGreenness","evergreenForest"
"BONA_009-M-20190828-COMP",3.63333333333333,-26.5,0.71,14.2166666666667,8.66666666666667,0.896666666666667,4.64333333333333,3.92,65.169192,-147.520277,429.6,"peakGreenness","shrubScrub"
"BONA_009-O-20170823-COMP",NA,NA,NA,NA,8.65,1.215,NA,NA,65.169192,-147.520277,429.6,"peakGreenness","shrubScrub"
"BONA_009-O-20180919-COMP",NA,NA,NA,NA,7.56666666666667,1.88666666666667,4.38,3.60333333333333,65.169192,-147.520277,429.6,"peakGreenness","shrubScrub"
"BONA_009-O-20190828-COMP",1.56666666666667,-27.8333333333333,1.58666666666667,41.6966666666667,8.66666666666667,1.67366666666667,4.47666666666667,3.60666666666667,65.169192,-147.520277,429.6,"peakGreenness","shrubScrub"
"BONA_009-O-20200914-COMP",NA,NA,NA,NA,6.76666666666667,2.531,4.04,4.57,65.169192,-147.520277,429.6,"peakGreenness","shrubScrub"
"BONA_009-O-20210707-COMP",NA,NA,NA,NA,6.33333333333333,1.05866666666667,4.56333333333333,4.29333333333333,65.169192,-147.520277,429.6,"peakGreenness","shrubScrub"
"BONA_009-O-20220629-COMP",NA,NA,NA,NA,6,0.723333333333333,4.37333333333333,3.66,65.169192,-147.520277,429.6,"peakGreenness","shrubScrub"
"BONA_009-O-20230711-COMP",NA,NA,NA,NA,7.93333333333333,1.92566666666667,4.13,3.54333333333333,65.169192,-147.520277,429.6,"peakGreenness","shrubScrub"
"BONA_013-M-20190828-COMP",3.625,-26.75,0.1775,3.525,5.925,0.30125,4.5875,3.69,65.17688,-147.559452,540.5,"peakGreenness","mixedForest"
"BONA_013-O-20180919-COMP",NA,NA,NA,NA,7.2,1.68766666666667,4.24,3.44,65.17688,-147.559452,540.5,"peakGreenness","mixedForest"
"BONA_013-O-20190828-COMP",1.9,-27.6333333333333,1.19333333333333,25.8133333333333,6,0.843333333333333,4.22666666666667,3.46666666666667,65.17688,-147.559452,540.5,"peakGreenness","mixedForest"
"BONA_013-O-20200915-COMP",NA,NA,NA,NA,7.5,2.23733333333333,4.2,4.53333333333333,65.17688,-147.559452,540.5,"peakGreenness","mixedForest"
"BONA_013-O-20210707-COMP",NA,NA,NA,NA,8.9,1.04166666666667,4.72,4.43333333333333,65.17688,-147.559452,540.5,"peakGreenness","mixedForest"
"BONA_013-O-20220708-COMP",NA,NA,NA,NA,8.53333333333333,0.649,4.08,3.43333333333333,65.17688,-147.559452,540.5,"peakGreenness","mixedForest"
"BONA_013-O-20230710-COMP",NA,NA,NA,NA,7.93333333333333,2.452,3.97,3.42333333333333,65.17688,-147.559452,540.5,"peakGreenness","mixedForest"
"BONA_070-M-20190826-COMP",3.76666666666667,-26.4666666666667,0.8,18.3933333333333,2.6,2.19566666666667,4.92333333333333,4.23,65.153632,-147.509712,237.7,"peakGreenness","evergreenForest"
"BONA_070-O-20180918-COMP",NA,NA,NA,NA,2.5,3.90133333333333,4.35666666666667,3.42333333333333,65.153632,-147.509712,237.7,"peakGreenness","evergreenForest"
"BONA_070-O-20190826-COMP",2.83333333333333,-27.5333333333333,1.43,48.25,2.6,4.35566666666667,4.74333333333333,3.63333333333333,65.153632,-147.509712,237.7,"peakGreenness","evergreenForest"
"BONA_070-O-20200916-COMP",NA,NA,NA,NA,3.03333333333333,4.906,4.12333333333333,4.62,65.153632,-147.509712,237.7,"peakGreenness","evergreenForest"
"BONA_070-O-20210706-COMP",NA,NA,NA,NA,6.8,7.51766666666667,4.87333333333333,4.52333333333333,65.153632,-147.509712,237.7,"peakGreenness","evergreenForest"
"BONA_070-O-20220708-COMP",NA,NA,NA,NA,3.33333333333333,2.99233333333333,4.10666666666667,3.37666666666667,65.153632,-147.509712,237.7,"peakGreenness","evergreenForest"
"BONA_070-O-20230712-COMP",NA,NA,NA,NA,8.46666666666667,3.065,4.30666666666667,3.79333333333333,65.153632,-147.509712,237.7,"peakGreenness","evergreenForest"
"BONA_071-M-20190826-COMP",4.13333333333333,-26.3333333333333,0.286666666666667,5.72,3.06666666666667,0.632,5.00666666666667,4.16333333333333,65.154979,-147.507196,246.1,"peakGreenness","evergreenForest"
"BONA_071-O-20180918-COMP",NA,NA,NA,NA,2.36666666666667,3.29466666666667,4.27333333333333,3.47666666666667,65.154979,-147.507196,246.1,"peakGreenness","evergreenForest"
"BONA_071-O-20190826-COMP",0.4,-27.7666666666667,1.06333333333333,46.92,3.06666666666667,2.502,4.28,3.47,65.154979,-147.507196,246.1,"peakGreenness","evergreenForest"
"BONA_071-O-20200915-COMP",NA,NA,NA,NA,4.6,2.94333333333333,4.01666666666667,4.07666666666667,65.154979,-147.507196,246.1,"peakGreenness","evergreenForest"
"BONA_071-O-20210706-COMP",NA,NA,NA,NA,6.53333333333333,0.916666666666667,4.66,4.28333333333333,65.154979,-147.507196,246.1,"peakGreenness","evergreenForest"
"BONA_071-O-20220701-COMP",NA,NA,NA,NA,5.53333333333333,1.455,3.91,3.12,65.154979,-147.507196,246.1,"peakGreenness","evergreenForest"
"BONA_071-O-20230711-COMP",NA,NA,NA,NA,8.63333333333333,1.391,4.21,3.68333333333333,65.154979,-147.507196,246.1,"peakGreenness","evergreenForest"
"BONA_080-M-20190826-COMP",3.83333333333333,-26.3,0.266666666666667,5.59666666666667,3.7,0.596,5.00333333333333,4.13666666666667,65.153889,-147.512286,241.8,"peakGreenness","evergreenForest"
"BONA_080-O-20180918-COMP",NA,NA,NA,NA,3.96666666666667,1.904,4.16333333333333,3.37333333333333,65.153889,-147.512286,241.8,"peakGreenness","evergreenForest"
"BONA_080-O-20190826-COMP",2.7,-27.225,1.1,35.8575,3.85,1.97775,4.4375,3.5425,65.153889,-147.512286,241.8,"peakGreenness","evergreenForest"
"BONA_080-O-20200916-COMP",NA,NA,NA,NA,5.36666666666667,3.79766666666667,4.15666666666667,4.12666666666667,65.153889,-147.512286,241.8,"peakGreenness","evergreenForest"
"BONA_080-O-20210706-COMP",NA,NA,NA,NA,10.9666666666667,1.171,4.72,4.39666666666667,65.153889,-147.512286,241.8,"peakGreenness","evergreenForest"
"BONA_080-O-20220701-COMP",NA,NA,NA,NA,6.2,1.31733333333333,4.12666666666667,3.43,65.153889,-147.512286,241.8,"peakGreenness","evergreenForest"
"BONA_080-O-20230713-COMP",NA,NA,NA,NA,5.96666666666667,2.85833333333333,4.00333333333333,3.37,65.153889,-147.512286,241.8,"peakGreenness","evergreenForest"
"BONA_084-M-20190830-COMP",4.03333333333333,-27.6666666666667,0.143333333333333,2.86333333333333,8.06666666666667,0.259333333333333,5.24,4.40333333333333,65.155247,-147.512957,263.5,"peakGreenness","deciduousForest"
"BONA_084-O-20170822-COMP",NA,NA,NA,NA,9.9,0.728,NA,NA,65.155247,-147.512957,263.5,"peakGreenness","deciduousForest"
"BONA_084-O-20180918-COMP",NA,NA,NA,NA,7.9,1.68133333333333,5.04,4.44,65.155247,-147.512957,263.5,"peakGreenness","deciduousForest"
"BONA_084-O-20190830-COMP",2.56666666666667,-28.3666666666667,1.67,36.97,8.06666666666667,1.37266666666667,5.19666666666667,4.57666666666667,65.155247,-147.512957,263.5,"peakGreenness","deciduousForest"
"BONA_084-O-20200916-COMP",NA,NA,NA,NA,8.16666666666667,2.009,5.37333333333333,5.87666666666667,65.155247,-147.512957,263.5,"peakGreenness","deciduousForest"
"BONA_084-O-20210706-COMP",NA,NA,NA,NA,7.9,0.739,5.12666666666667,5.08,65.155247,-147.512957,263.5,"peakGreenness","deciduousForest"
"BONA_084-O-20220701-COMP",NA,NA,NA,NA,8.13333333333333,0.807,4.92333333333333,4.17666666666667,65.155247,-147.512957,263.5,"peakGreenness","deciduousForest"
"BONA_084-O-20230713-COMP",NA,NA,NA,NA,9.7,1.90833333333333,5.06333333333333,4.45333333333333,65.155247,-147.512957,263.5,"peakGreenness","deciduousForest"
"CLBJ_001-M-20160817-COMP",NA,NA,NA,NA,25.5,NA,6.33333333333333,5.26666666666667,33.397987,-97.568339,278.1,"peakGreenness","deciduousForest"
"CLBJ_001-M-20170412-COMP",NA,NA,NA,NA,17.8333333333333,0.232,6.41666666666667,5.24,33.397987,-97.568339,278.1,"peakGreenness","deciduousForest"
"CLBJ_001-M-20180410-COMP",NA,NA,NA,NA,14.2666666666667,0.110333333333333,6.26666666666667,5.14333333333333,33.397987,-97.568339,278.1,"peakGreenness","deciduousForest"
"CLBJ_001-M-20190416-COMP",NA,NA,NA,NA,14.85,0.17025,6.7925,5.4825,33.397987,-97.568339,278.1,"peakGreenness","deciduousForest"
"CLBJ_001-M-20210506-COMP",NA,NA,NA,NA,18.6333333333333,0.173666666666667,6.22333333333333,5.33333333333333,33.397987,-97.568339,278.1,"peakGreenness","deciduousForest"
"CLBJ_001-M-20220425-COMP",NA,NA,NA,NA,17.4666666666667,0.176333333333333,5.71666666666667,5.07,33.397987,-97.568339,278.1,"peakGreenness","deciduousForest"
"CLBJ_002-M-20170411-COMP",NA,NA,NA,NA,16.2,0.303333333333333,6.59,5.58666666666667,33.40398,-97.571138,263.1,"peakGreenness","deciduousForest"
"CLBJ_002-M-20180410-COMP",NA,NA,NA,NA,14.5,0.127,6.90666666666667,6.02666666666667,33.40398,-97.571138,263.1,"peakGreenness","deciduousForest"
"CLBJ_002-M-20190415-COMP",NA,NA,NA,NA,11.3666666666667,0.161,7.46,6.67,33.40398,-97.571138,263.1,"peakGreenness","deciduousForest"
"CLBJ_002-M-20210506-COMP",NA,NA,NA,NA,17.4,0.163666666666667,6.45666666666667,5.58,33.40398,-97.571138,263.1,"peakGreenness","deciduousForest"
"CLBJ_002-M-20220426-COMP",NA,NA,NA,NA,14.9333333333333,0.190666666666667,5.76666666666667,5.03333333333333,33.40398,-97.571138,263.1,"peakGreenness","deciduousForest"
"CLBJ_002-M-20230509-COMP",NA,NA,NA,NA,19.5333333333333,0.143666666666667,4.94,4.79333333333333,33.40398,-97.571138,263.1,"peakGreenness","deciduousForest"
"CLBJ_002-O-20160816-COMP",NA,NA,NA,NA,20.8,NA,7.195,6.945,33.40398,-97.571138,263.1,"peakGreenness","deciduousForest"
"CLBJ_003-M-20160816-COMP",NA,NA,NA,NA,21.15,NA,5.37,4.505,33.403989,-97.572744,273.4,"peakGreenness","deciduousForest"
"CLBJ_003-M-20170411-COMP",NA,NA,NA,NA,18.1333333333333,0.228,5.69333333333333,4.55,33.403989,-97.572744,273.4,"peakGreenness","deciduousForest"
"CLBJ_003-M-20180411-COMP",NA,NA,NA,NA,21.8333333333333,0.17,7.04,5.82666666666667,33.403989,-97.572744,273.4,"peakGreenness","deciduousForest"
"CLBJ_003-M-20190415-COMP",NA,NA,NA,NA,14.2333333333333,0.179666666666667,6.47333333333333,5.11,33.403989,-97.572744,273.4,"peakGreenness","deciduousForest"
"CLBJ_003-M-20210506-COMP",NA,NA,NA,NA,17.0666666666667,0.190333333333333,6.34666666666667,5.51333333333333,33.403989,-97.572744,273.4,"peakGreenness","deciduousForest"
"CLBJ_003-M-20220426-COMP",NA,NA,NA,NA,15.7333333333333,0.199333333333333,6.15,5.60333333333333,33.403989,-97.572744,273.4,"peakGreenness","deciduousForest"
"CLBJ_003-M-20230509-COMP",NA,NA,NA,NA,22.3,0.122666666666667,6.02333333333333,5.99333333333333,33.403989,-97.572744,273.4,"peakGreenness","deciduousForest"
"CLBJ_006-M-20160817-COMP",NA,NA,NA,NA,26.75,NA,6.035,5.09,33.398235,-97.566725,275.8,"peakGreenness","deciduousForest"
"CLBJ_006-M-20170412-COMP",NA,NA,NA,NA,18.5666666666667,0.342333333333333,6.05,4.86,33.398235,-97.566725,275.8,"peakGreenness","deciduousForest"
"CLBJ_006-M-20180410-COMP",NA,NA,NA,NA,15.2666666666667,0.125333333333333,6.35,5.21333333333333,33.398235,-97.566725,275.8,"peakGreenness","deciduousForest"
"CLBJ_006-M-20190416-COMP",NA,NA,NA,NA,14.8,0.195666666666667,5.99666666666667,5.28666666666667,33.398235,-97.566725,275.8,"peakGreenness","deciduousForest"
"CLBJ_006-M-20210506-COMP",NA,NA,NA,NA,17.5666666666667,0.209333333333333,5.98,4.97666666666667,33.398235,-97.566725,275.8,"peakGreenness","deciduousForest"
"CLBJ_006-M-20220425-COMP",NA,NA,NA,NA,20.0666666666667,0.182333333333333,5.22,4.72666666666667,33.398235,-97.566725,275.8,"peakGreenness","deciduousForest"
"CLBJ_006-M-20230509-COMP",NA,NA,NA,NA,22.3333333333333,0.121,4.78,4.6,33.398235,-97.566725,275.8,"peakGreenness","deciduousForest"
"CLBJ_031-M-20160815-COMP",NA,NA,NA,NA,28.0333333333333,NA,6.39666666666667,5.42,33.375278,-97.595151,292.4,"peakGreenness","grasslandHerbaceous"
"CLBJ_031-M-20170412-COMP",NA,NA,NA,NA,20.8666666666667,0.327,6.47333333333333,5.29666666666667,33.375278,-97.595151,292.4,"peakGreenness","grasslandHerbaceous"
"CLBJ_031-M-20180409-COMP",NA,NA,NA,NA,14.4,0.130333333333333,6.12333333333333,5.04,33.375278,-97.595151,292.4,"peakGreenness","grasslandHerbaceous"
"CLBJ_031-M-20190416-COMP",NA,NA,NA,NA,18.1,0.155666666666667,6.61333333333333,5.36666666666667,33.375278,-97.595151,292.4,"peakGreenness","grasslandHerbaceous"
"CLBJ_032-M-20160817-COMP",NA,NA,NA,NA,27.6666666666667,NA,5.79333333333333,4.85,33.406134,-97.593996,289.9,"peakGreenness","grasslandHerbaceous"
"CLBJ_032-M-20170413-COMP",NA,NA,NA,NA,20.7,0.129,6.33333333333333,5.20666666666667,33.406134,-97.593996,289.9,"peakGreenness","grasslandHerbaceous"
"CLBJ_032-M-20180411-COMP",NA,NA,NA,NA,19.8333333333333,0.119,6.61,5.65666666666667,33.406134,-97.593996,289.9,"peakGreenness","grasslandHerbaceous"
"CLBJ_032-M-20190415-COMP",NA,NA,NA,NA,17.5666666666667,0.165666666666667,6.04333333333333,4.85333333333333,33.406134,-97.593996,289.9,"peakGreenness","grasslandHerbaceous"
"CLBJ_032-M-20210504-COMP",NA,NA,NA,NA,20.1333333333333,0.185666666666667,5.88333333333333,4.83666666666667,33.406134,-97.593996,289.9,"peakGreenness","grasslandHerbaceous"
"CLBJ_032-M-20220427-COMP",NA,NA,NA,NA,15.6666666666667,0.191666666666667,5.15333333333333,4.35,33.406134,-97.593996,289.9,"peakGreenness","grasslandHerbaceous"
"CLBJ_032-M-20230510-COMP",NA,NA,NA,NA,21.6333333333333,0.149333333333333,4.91333333333333,4.85333333333333,33.406134,-97.593996,289.9,"peakGreenness","grasslandHerbaceous"
"CLBJ_033-M-20170413-COMP",NA,NA,NA,NA,16.4,0.162666666666667,6.15333333333333,4.96,33.380971,-97.620209,308.6,"peakGreenness","deciduousForest"
"CLBJ_033-M-20180409-COMP",NA,NA,NA,NA,13,0.163666666666667,6.04666666666667,5.01,33.380971,-97.620209,308.6,"peakGreenness","deciduousForest"
"CLBJ_033-M-20190415-COMP",NA,NA,NA,NA,12.7285714285714,0.192142857142857,6.94428571428571,5.89285714285714,33.380971,-97.620209,308.6,"peakGreenness","deciduousForest"
"CLBJ_033-M-20210505-COMP",NA,NA,NA,NA,16.2333333333333,0.187333333333333,6.34,5.39666666666667,33.380971,-97.620209,308.6,"peakGreenness","deciduousForest"
"CLBJ_033-M-20220425-COMP",NA,NA,NA,NA,15.5,0.197333333333333,5.34,4.67666666666667,33.380971,-97.620209,308.6,"peakGreenness","deciduousForest"
"CLBJ_033-M-20230510-COMP",NA,NA,NA,NA,19.2333333333333,0.146333333333333,4.73666666666667,4.67333333333333,33.380971,-97.620209,308.6,"peakGreenness","deciduousForest"
"CLBJ_033-O-20160815-COMP",NA,NA,NA,NA,23.6333333333333,NA,6.37,5.63333333333333,33.380971,-97.620209,308.6,"peakGreenness","deciduousForest"
"CLBJ_034-M-20160817-COMP",NA,NA,NA,NA,28.5333333333333,NA,8.20666666666667,7.41333333333333,33.321251,-97.57765,323,"peakGreenness","grasslandHerbaceous"
"CLBJ_034-M-20170413-COMP",NA,NA,NA,NA,21.2,0.224666666666667,8.27333333333333,7.04666666666667,33.321251,-97.57765,323,"peakGreenness","grasslandHerbaceous"
"CLBJ_034-M-20180409-COMP",NA,NA,NA,NA,13,0.128666666666667,8.20666666666667,7.09,33.321251,-97.57765,323,"peakGreenness","grasslandHerbaceous"
"CLBJ_034-M-20190416-COMP",NA,NA,NA,NA,18.2,0.167571428571429,8.26285714285714,7.32428571428571,33.321251,-97.57765,323,"peakGreenness","grasslandHerbaceous"
"CLBJ_034-M-20210505-COMP",NA,NA,NA,NA,17.0666666666667,0.175,8.08666666666667,7.44,33.321251,-97.57765,323,"peakGreenness","grasslandHerbaceous"
"CLBJ_034-M-20220426-COMP",NA,NA,NA,NA,24.8666666666667,0.165333333333333,7.89333333333333,7.47,33.321251,-97.57765,323,"peakGreenness","grasslandHerbaceous"
"CLBJ_034-M-20230510-COMP",NA,NA,NA,NA,NA,0.131,7.31,7.29333333333333,33.321251,-97.57765,323,"peakGreenness","grasslandHerbaceous"
"CLBJ_035-M-20220428-COMP",NA,NA,NA,NA,16.8333333333333,0.177,7.68333333333333,7.36333333333333,33.329927,-97.579437,306.6,"peakGreenness","grasslandHerbaceous"
"CLBJ_035-M-20230517-COMP",NA,NA,NA,NA,29.5,0.164666666666667,7.25666666666667,7.27666666666667,33.329927,-97.579437,306.6,"peakGreenness","grasslandHerbaceous"
"CLBJ_038-M-20180411-COMP",NA,NA,NA,NA,13.2666666666667,0.137333333333333,6.21,5.11333333333333,33.414259,-97.597098,281,"peakGreenness","deciduousForest"
"CLBJ_038-M-20190416-COMP",NA,NA,NA,NA,14.6,0.218666666666667,5.58333333333333,4.47333333333333,33.414259,-97.597098,281,"peakGreenness","deciduousForest"
"CLBJ_038-M-20210504-COMP",NA,NA,NA,NA,17.9,0.203,6.31333333333333,5.52,33.414259,-97.597098,281,"peakGreenness","deciduousForest"
"CLBJ_038-M-20220427-COMP",NA,NA,NA,NA,15.9666666666667,0.197666666666667,5.65666666666667,5.08333333333333,33.414259,-97.597098,281,"peakGreenness","deciduousForest"
"CLBJ_038-M-20230510-COMP",NA,NA,NA,NA,19.9,0.159,4.44,4.34,33.414259,-97.597098,281,"peakGreenness","deciduousForest"
"CLBJ_038-O-20160817-COMP",NA,NA,NA,NA,23.7333333333333,NA,7.04666666666667,6.20333333333333,33.414259,-97.597098,281,"peakGreenness","deciduousForest"
"CLBJ_038-O-20170413-COMP",NA,NA,NA,NA,16.7,0.307,7.43,6.595,33.414259,-97.597098,281,"peakGreenness","deciduousForest"
"CLBJ_040-M-20170413-COMP",NA,NA,NA,NA,16.4,0.409,6.58,5.54,33.378824,-97.646691,330.4,"peakGreenness","deciduousForest"
"CLBJ_040-M-20180411-COMP",NA,NA,NA,NA,12.9666666666667,0.113333333333333,7.22,6.14666666666667,33.378824,-97.646691,330.4,"peakGreenness","deciduousForest"
"CLBJ_040-M-20190415-COMP",NA,NA,NA,NA,12.6333333333333,0.185666666666667,7.2,6.46,33.378824,-97.646691,330.4,"peakGreenness","deciduousForest"
"CLBJ_040-M-20210503-COMP",NA,NA,NA,NA,18.8666666666667,0.161,6.09333333333333,5.44,33.378824,-97.646691,330.4,"peakGreenness","deciduousForest"
"CLBJ_040-M-20220425-COMP",NA,NA,NA,NA,16,0.149333333333333,6.10666666666667,5.45,33.378824,-97.646691,330.4,"peakGreenness","deciduousForest"
"CLBJ_040-O-20160815-COMP",NA,NA,NA,NA,22.9666666666667,NA,7.33,6.78,33.378824,-97.646691,330.4,"peakGreenness","deciduousForest"
"CPER_001-M-20130701-COMP",NA,NA,NA,NA,NA,NA,NA,7.33,40.850866,-104.699535,1637.9,"peakGreenness","grasslandHerbaceous"
"CPER_001-M-20131024-COMP",NA,NA,NA,NA,11.2,NA,NA,NA,40.850866,-104.699535,1637.9,"fallWinterTransition","grasslandHerbaceous"
"CPER_001-M-20140116-COMP",NA,NA,NA,NA,NA,NA,NA,NA,40.850866,-104.699535,1637.9,"other","grasslandHerbaceous"
"CPER_001-M-20140415-COMP",NA,NA,NA,NA,3.66666666666667,0.0803333333333333,7.35666666666667,5.63333333333333,40.850866,-104.699535,1637.9,"winterSpringTransition","grasslandHerbaceous"
"CPER_001-M-20140715-COMP",NA,NA,NA,NA,28,0.0733333333333333,7.98,7.08,40.850866,-104.699535,1637.9,"peakGreenness","grasslandHerbaceous"
